transaction_number,amount,item
3177,1,Latte Iced
3179,1,Plain Croisant
3179,1,Cake Of The Day
3180,1,Cake Of The Day
3181,1,Americano Iced
3181,1,Decaf Coffee
3182,1,Americano Hot
3183,1,Cappucino Iced
3183,1,Cappucino Iced
3183,1,Decaf Coffee
3183,1,Americano Iced
3184,1,Latte Hot
3184,1,Flat White Hot
3185,2,Latte Iced
3187,1,Latte Iced
3187,1,Americano Iced
3189,1,Latte Hot
3191,1,Latte Hot
3194,2,Latte Iced
3194,1,Cappucino Iced
3194,1,Mochaccino Iced
3194,1,Pain Au Suisse
3195,1,Flat White Hot
3198,1,Latte Hot
3198,1,Blueberry Muffins
3198,1,Brownies
3198,1,Cookies
3199,1,Latte Iced
3199,1,Latte Iced
3199,1,Pistachio Croissant
3199,1,Pain Au Suisse
3201,2,Americano Hot
3201,1,Latte Iced
3201,1,Decaf Coffee
3201,1,Latte Hot
3202,1,Cappucino Iced
3203,1,Cake Of The Day
3208,1,Latte Iced
3208,1,Decaf Coffee
3209,1,Americano Hot
3209,1,Plain Croisant
3211,1,Cake Of The Day
3211,1,V60
3211,1,Pain Au Suisse
3212,1,Cappucino Hot
3214,1,Flat White Hot
3214,2,Latte Hot
3214,1,V60
3215,2,Pistachio Croissant
3215,2,Pain Au Suisse
3215,1,Coffee Croissant
3216,1,Americano Hot
3217,1,Almond Croisant
3217,1,Pain Au Suisse
3217,1,Cake Of The Day
3220,1,Latte Iced
3220,1,Americano Iced
3221,1,Cappucino Iced
3221,1,Americano Iced
3222,1,Latte Iced
3222,1,Cappucino Iced
3222,1,V60
3223,2,Latte Iced
3223,1,Pistachio Croissant
3224,1,Latte Iced
3226,1,Latte Hot
3226,1,Mochaccino Iced
3227,1,Cappucino Hot
3227,1,Cappucino Hot
3227,1,EspressoHot
3231,1,Americano Iced
3231,1,Latte Iced
3231,1,Americano Iced
3232,1,Blueberry Muffins
3235,1,Cappucino Iced
3236,1,Cappucino Hot
3236,1,Cappucino Hot
3236,1,Pistachio Croissant
3237,1,Latte Hot
3238,1,Latte Hot
3239,1,Pain Au Suisse
3239,1,Americano Iced
3239,1,Mochaccino Iced
3241,1,EspressoHot
3241,1,Latte Iced
3241,1,Decaf Coffee
3241,1,Brownies
3241,1,Coffee Croissant
3244,1,Latte Iced
3244,1,Latte Iced
3245,1,V60
3248,1,Americano Hot
3250,1,Latte Iced
3250,1,Americano Iced
3252,1,Americano Iced
3252,1,Americano Iced
3252,1,Latte Iced
3252,1,Cappucino Iced
3253,1,Americano Iced
3253,1,Americano Hot
3253,1,Pain Au Suisse
3254,1,Latte Iced
3254,1,V60
3254,1,Pain Au Chocolat
3255,1,V60
3256,1,Cake Of The Day
3258,1,Almond Croisant
3258,1,Latte Hot
3259,1,Latte Iced
3261,1,Flat White Hot
3261,1,LatteIce
3262,1,Longblack Iced
3264,1,Flat White Hot
3266,1,Cappucino Hot
3267,1,Latte Iced
3269,1,Latte Hot
3270,1,Flat White Hot
3270,1,LatteIce
3270,1,Cake Of The Day
3272,1,Cappucino Hot
3272,1,Cookies
3273,1,Latte Iced
3273,1,Latte Iced
3274,1,PiccoloHot
3279,1,V60
3283,1,Kuign-amann
3283,1,Cake Of The Day
3284,1,Cake Of The Day
3284,1,Cappucino Hot
3284,1,Cappucino Iced
3286,1,V60
3286,1,V60
3286,1,Pain Au Chocolat
3289,1,Cake Of The Day
3289,1,Latte Hot
3289,1,V60
3289,1,V60
3290,1,Pistachio Croissant
3290,1,Latte Iced
3290,1,Pain Au Chocolat
3291,1,Latte Hot
3291,2,Latte Hot
3292,1,Cake Of The Day
3292,1,Americano Iced
3292,1,V60
3293,1,Cappucino Hot
3293,1,Americano Iced
3293,1,Decaf Coffee
3293,1,Flat White Hot
3293,1,Latte Iced
3293,1,Latte Iced
3295,1,V60
3295,1,Flat White Hot
3296,1,Cappucino Iced
3296,1,Mochaccino Iced
3299,1,V60
3299,1,V60
3299,1,Latte Hot
3299,1,Plain Croisant
3299,1,V60
3300,1,Cake Of The Day
3300,1,Brownies
3300,1,Coffee Croissant
3300,1,Cappucino Hot
3300,1,Latte Hot
3300,1,V60
3301,1,V60
3301,1,Almond Croisant
3305,1,Latte Iced
3305,1,Pistachio Croissant
3307,1,Cake Of The Day
3308,1,Pain Au Suisse
3310,1,Almond Croisant
3311,1,Latte Iced
3315,1,Cappucino Iced
3315,1,Latte Iced
3321,1,Latte Iced
3322,1,Cappucino Iced
3322,1,Americano Hot
3323,1,Latte Hot
3324,1,Cake Of The Day
3325,1,Americano Iced
3325,1,Almond Croisant
3325,1,Coffee Shakereto
3325,1,Kuign-amann
3326,1,V60
3326,1,Latte Iced
3326,1,V60
3327,1,Latte Iced
3327,1,Decaf Coffee
3327,1,Americano Hot
3328,1,Latte Iced
3329,1,Pistachio Croissant
3331,1,Latte Hot
3332,1,Cappucino Hot
3332,1,Plain Croisant
3333,2,Flat White Iced
3333,1,Almond Croisant
3334,1,Cake Of The Day
3335,2,Americano Iced
3337,1,Latte Iced
3337,1,Mochaccino Iced
3338,1,Latte Hot
3339,1,Pain Au Suisse
3339,1,Latte Hot
3339,1,Latte Hot
3340,1,V60
3340,1,Pistachio Croissant
3341,1,Americano Iced
3341,1,Plain Croisant
3343,1,Latte Iced
3343,1,Cake Of The Day
3343,1,Pistachio Croissant
3344,1,Coffee Croissant
3344,1,Flat White Iced
3344,1,Americano Iced
3348,1,Plain Croisant
3353,1,Cappucino Hot
3353,1,Cappucino Hot
3354,2,Latte Iced
3356,1,Pain Au Chocolat
3359,1,Americano Hot
3362,1,Latte Hot
3362,1,Latte Hot
3362,1,Decaf Coffee
3362,1,Blueberry Muffins
3362,1,Coffee Croissant
3363,1,Americano Iced
3363,2,Americano Iced
3363,1,Americano Iced
3363,1,V60
3366,1,Latte Iced
3368,1,LatteIce
3368,1,Latte Hot
3368,1,Cappucino Hot
3372,1,Latte Iced
3373,1,Cappucino Hot
3373,1,Pain Au Chocolat
3379,1,Flat White Hot
3380,1,V60
3382,1,Latte Hot
3383,1,Cappucino Hot
3383,1,Cappucino Hot
3384,1,Cappucino Hot
3384,1,Latte Hot
3385,1,PiccoloHot
3385,1,Latte Hot
3386,1,Americano Hot
3386,1,Americano Hot
3386,1,Latte Iced
3386,1,Pistachio Croissant
3386,1,Latte Iced
3387,1,Latte Iced
3387,1,Decaf Coffee
3387,1,Plain Croisant
3388,1,Latte Iced
3388,1,Latte Iced
3389,1,Latte Iced
3392,1,Latte Iced
3392,1,Decaf Coffee
3393,1,Cappucino Iced
3394,3,Cappucino Hot
3394,1,Cappucino Hot
3395,1,Latte Iced
3396,1,Flat White Iced
3396,1,V60
3396,1,V60
3396,1,Americano Hot
3397,1,Latte Iced
3399,1,Latte Iced
3403,1,Almond Croisant
3405,1,Cappucino Hot
3405,1,Cappucino Iced
3406,1,Plain Croisant
3406,1,Cappucino Hot
3406,1,EspressoHot
3410,1,Mochaccino Hot
3411,1,Latte Iced
3411,1,Cappucino Hot
3414,1,Plain Croisant
3415,1,Cappucino Hot
3417,1,Cappucino Hot
3417,1,Americano Iced
3419,1,V60
3420,1,Latte Iced
3420,1,V60
3420,1,Plain Croisant
3420,1,Coffee Croissant
3423,1,V60
3423,1,Latte Iced
3424,2,Americano Hot
3425,1,Pistachio Croissant
3425,1,Latte Iced
3426,1,Latte Hot
3426,1,V60
3426,1,Americano Iced
3427,1,Cappucino Hot
3428,1,Cake Of The Day
3429,1,Latte Hot
3430,1,Latte Iced
3431,1,Latte Hot
3431,1,Cappucino Iced
3431,1,Cake Of The Day
3431,1,Plain Croisant
3433,1,Cappucino Hot
3434,1,Latte Iced
3434,1,Cappucino Iced
3435,1,Latte Hot
3435,1,Mochaccino Hot
3435,1,Cappucino Hot
3436,1,Blueberry Muffins
3436,1,Pain Au Chocolat
3438,1,Latte Iced
3440,1,V60
3440,1,Plain Croisant
3441,1,Cappucino Iced
3444,1,Latte Hot
3444,1,Flat White Hot
3446,1,Latte Iced
3446,2,Latte Iced
3446,1,Latte Iced
3448,1,V60
3448,1,V60
3449,1,V60
3449,1,Cappucino Iced
3450,1,Americano Iced
3450,1,Latte Iced
3454,1,Americano Iced
3455,1,Latte Iced
3455,1,Latte Iced
3455,1,Pain Au Chocolat
3456,1,V60
3458,1,Cappucino Iced
3459,1,Cappucino Iced
3459,1,Flat White Iced
3461,1,Pistachio Croissant
3462,1,Latte Iced
3462,1,Cappucino Iced
3463,1,Latte Iced
3464,1,V60
3464,1,Almond Croisant
3464,1,Almond Croisant
3465,1,Latte Iced
3465,1,Decaf Coffee
3469,1,Americano Hot
3469,1,Cookies
3474,1,Longblack Hot
3474,1,Latte Hot
3474,2,Almond Croisant
3474,2,Pain Au Chocolat
3474,1,Plain Croisant
3474,1,Latte Hot
3476,2,V60
3477,1,Latte Hot
3477,1,Plain Croisant
3482,1,Latte Iced
3483,1,V60
3483,1,Pain Au Chocolat
3483,1,Almond Croisant
3483,1,Cookies
3483,1,V60
3483,1,Cappucino Hot
3484,1,Flat White Hot
3485,1,Latte Iced
3486,1,Latte Hot
3486,1,Decaf Coffee
3487,1,Cake Of The Day
3487,1,Almond Croisant
3487,1,Almond Croisant
3487,1,Latte Iced
3491,1,Flat White Hot
3495,1,Latte Iced
3495,1,Decaf Coffee
3499,1,Latte Hot
3503,1,V60
3503,1,Magic Latte
3504,1,Cappucino Hot
3507,1,Latte Iced
3507,1,Cappucino Hot
3509,4,V60
3510,1,Americano Hot
3510,2,Americano Iced
3510,1,Cappucino Hot
3510,1,Cappucino Hot
3511,1,LatteIce
3511,1,V60
3511,1,Cake Of The Day
3512,1,Latte Iced
3512,1,Latte Hot
3512,1,Latte Iced
3512,1,Cappucino Hot
3513,1,Americano Iced
3513,1,Almond Croisant
3513,1,Pain Au Chocolat
3515,1,Latte Hot
3516,1,Americano Iced
3516,1,Latte Iced
3516,1,Brownies
3516,1,Cookies
3516,1,Pistachio Croissant
3517,1,V60
3517,1,Cappucino Hot
3518,1,Americano Hot
3518,1,Latte Hot
3518,1,Plain Croisant
3520,1,Cake Of The Day
3522,1,Americano Hot
3522,1,Cappucino Hot
3522,1,Blueberry Muffins
3522,1,Pistachio Croissant
3522,1,Cake Of The Day
3522,1,Blueberry Muffins
3523,1,Longblack Hot
3523,1,Longblack Hot
3523,1,Americano Hot
3527,1,Latte Hot
3527,1,Latte Iced
3528,1,Latte Iced
3528,1,Cake Of The Day
3530,1,Latte Hot
3532,1,EspressoHot
3533,1,Latte Iced
3533,1,Latte Iced
3537,1,Americano Hot
3537,1,Latte Iced
3537,1,Almond Croisant
3539,1,Almond Croisant
3540,1,Cappucino Iced
3540,1,Decaf Coffee
3540,1,Cake Of The Day
3545,1,Americano Hot
3545,1,Latte Iced
3545,1,Plain Croisant
3548,2,Flat White Hot
3548,1,PiccoloHot
3549,1,Cappucino Iced
3549,1,Pistachio Croissant
3550,1,Latte Iced
3551,1,Latte Iced
3551,1,Latte Iced
3552,1,V60
3552,2,Latte Iced
3552,1,Cake Of The Day
3552,1,Latte Iced
3555,2,Latte Iced
3558,1,Cappucino Iced
3558,1,Americano Hot
3558,1,Almond Croisant
3562,1,Cappucino Iced
3564,1,Latte Iced
3564,1,Cappucino Iced
3564,1,Americano Iced
3565,1,PiccoloHot
3565,1,PiccoloHot
3565,1,Latte Hot
3565,1,PiccoloHot
3566,1,Latte Iced
3567,1,Cappucino Iced
3567,1,Cake Of The Day
3568,1,Pistachio Croissant
3568,1,Cappucino Hot
3568,1,Cappucino Iced
3569,1,Cappucino Iced
3569,1,Latte Iced
3569,1,Latte Iced
3572,1,Latte Iced
3573,1,Americano Iced
3573,1,Latte Iced
3573,1,Cappucino Iced
3573,1,Latte Iced
3575,1,Cake Of The Day
3575,1,Latte Iced
3576,1,Cappucino Hot
3576,1,Americano Iced
3576,1,Cappucino Iced
3576,1,Almond Croisant
3576,1,Americano Iced
3578,1,Pain Au Chocolat
3578,1,Cake Of The Day
3578,2,Latte Iced
3579,1,Almond Croisant
3579,1,Latte Hot
3580,1,Latte Iced
3581,1,Latte Iced
3581,1,Latte Iced
3581,1,Almond Croisant
3582,1,Latte Iced
3582,1,Cake Of The Day
3585,1,Brownies
3585,1,PiccoloHot
3586,1,Cake Of The Day
3586,1,Americano Hot
3586,1,Latte Iced
3587,1,Cake Of The Day
3587,1,Latte Hot
3589,1,Americano Iced
3589,1,V60
3592,1,Latte Iced
3593,1,Cappucino Iced
3594,1,Pistachio Croissant
3594,1,Pain Au Chocolat
3594,1,Latte Hot
3594,1,Americano Hot
3594,1,Decaf Coffee
3595,1,Pistachio Croissant
3596,1,Cappucino Hot
3599,1,PiccoloHot
3600,1,Cappucino Hot
3602,1,Pain Au Chocolat
3604,1,Cappucino Hot
3605,1,Latte Hot
3606,1,Cake Of The Day
3607,1,Cappucino Hot
3608,1,Latte Hot
3608,1,Decaf Coffee
3609,1,Cappucino Hot
3609,1,Cake Of The Day
3610,1,Latte Iced
3610,1,Cappucino Hot
3610,1,Coffee Croissant
3611,1,Latte Hot
3612,1,Americano Iced
3612,1,Latte Iced
3615,1,Mochaccino Iced
3616,1,Latte Hot
3616,2,Latte Hot
3616,1,Cappucino Hot
3618,2,Latte Iced
3619,1,Pain Au Chocolat
3619,1,V60
3621,1,Latte Iced
3621,1,Cappucino Iced
3621,1,Cappucino Hot
3623,1,Flat White Iced
3623,1,Flat White Iced
3623,1,Plain Croisant
3625,1,Latte Hot
3626,1,Almond Croisant
3626,2,Cappucino Hot
3627,1,Flat White Hot
3627,1,Flat White Hot
3628,1,Flat White Hot
3629,1,Longblack Iced
3629,1,Blueberry Muffins
3631,1,Latte Iced
3631,1,Cappucino Hot
3633,1,Latte Iced
3633,1,Pain Au Chocolat
3634,1,Plain Croisant
3636,1,Flat White Hot
3636,1,Americano Iced
3638,1,Americano Hot
3638,1,Latte Iced
3639,1,Pain Au Chocolat
3640,1,V60
3640,1,Flat White Hot
3641,1,Cake Of The Day
3641,1,Americano Iced
3641,1,V60
3641,1,V60
3641,1,Cake Of The Day
3641,1,Brownies
3647,1,Mochaccino Hot
3647,1,Mochaccino Iced
3648,1,Mochaccino Iced
3648,1,Flat White Iced
3649,3,Latte Iced
3651,1,Cappucino Hot
3652,1,Latte Hot
3652,1,Cake Of The Day
3652,1,Cappucino Hot
3652,1,Flat White Hot
3652,1,Cake Of The Day
3652,1,Latte Iced
3657,1,Latte Iced
3658,1,Latte Hot
3658,1,Plain Croisant
3658,1,Americano Hot
3659,1,Latte Iced
3659,1,Flat White Iced
3661,1,Latte Iced
3664,1,Longblack Iced
3667,1,Latte Iced
3667,1,Cappucino Iced
3667,1,Americano Iced
3668,1,Latte Iced
3668,1,Decaf Coffee
3669,1,V60
3669,1,Latte Iced
3670,1,Almond Croisant
3672,1,Latte Iced
3672,1,Cappucino Iced
3677,1,Cookies
3679,1,Latte Iced
3679,1,Latte Hot
3680,1,V60
3681,1,Latte Iced
3683,1,Pain Au Chocolat
3684,1,V60
3685,1,Cake Of The Day
3690,1,V60
3691,1,Americano Iced
3692,1,Latte Iced
3692,1,Latte Iced
3693,1,Cappucino Hot
3693,1,Cake Of The Day
3695,1,Cake Of The Day
3696,1,Cappucino Iced
3696,1,Latte Iced
3696,1,Coffee Croissant
3697,1,Flat White Iced
3699,1,Americano Iced
3699,1,Latte Iced
3699,1,Almond Croisant
3699,1,Pistachio Croissant
3699,1,Coffee Croissant
3699,1,Pain Au Chocolat
3699,1,PiccoloHot
3700,1,Latte Iced
3702,1,Americano Iced
3703,1,V60
3703,1,V60
3704,1,Flat White Iced
3705,2,Cappucino Hot
3705,1,Americano Iced
3705,1,V60
3706,2,Flat White Hot
3706,1,Mochaccino Iced
3707,1,Pain Au Chocolat
3708,1,Latte Iced
3709,1,Cake Of The Day
3709,1,Latte Iced
3710,1,Americano Iced
3710,1,Americano Iced
3711,1,Cappucino Hot
3712,1,V60
3712,1,Latte Hot
3712,1,Cake Of The Day
3715,1,Mochaccino Iced
3716,1,Cappucino Iced
3717,1,Latte Iced
3719,1,Almond Croisant
3719,1,Plain Croisant
3720,1,Latte Hot
3720,1,Latte Hot
3721,1,Latte Hot
3723,1,Latte Hot
3724,1,V60
3725,1,Latte Hot
3726,1,Cake Of The Day
3728,1,Latte Iced
3728,1,Cappucino Hot
3729,1,Mochaccino Hot
3729,1,Latte Iced
3730,1,Americano Hot
3731,2,Latte Iced
3733,1,Latte Iced
3733,1,Cappucino Hot
3733,1,Latte Hot
3733,1,Mochaccino Iced
3733,1,Cappucino Hot
3734,1,Cappucino Iced
3734,1,Americano Iced
3734,1,Almond Croisant
3734,1,Latte Iced
3734,1,Latte Iced
3734,1,Latte Iced
3734,1,Mochaccino Iced
3735,1,Cake Of The Day
3736,1,V60
3737,1,Latte Iced
3738,2,Cappucino Hot
3738,1,Almond Croisant
3739,1,Cake Of The Day
3743,1,Latte Iced
3744,2,Cake Of The Day
3744,1,Latte Hot
3744,1,Latte Hot
3744,1,Latte Hot
3747,1,Cappucino Hot
3748,1,Latte Iced
3748,1,PiccoloHot
3749,1,Americano Iced
3749,1,Latte Iced
3749,1,Cappucino Hot
3749,1,Cake Of The Day
3751,1,Cappucino Hot
3751,1,Cappucino Hot
3753,1,V60
3753,1,Flat White Hot
3753,1,Cake Of The Day
3754,1,Plain Croisant
3754,1,Latte Iced
3755,1,Cappucino Iced
3755,1,Americano Iced
3755,1,Cappucino Iced
3755,1,Cappucino Iced
3755,1,Cake Of The Day
3757,1,Latte Iced
3757,1,Cappucino Hot
3757,1,Plain Croisant
3758,1,Latte Iced
3758,1,Latte Iced
3758,1,Latte Iced
3759,1,Longblack Iced
3759,1,V60
3759,1,Flat White Hot
3759,1,Americano Iced
3760,1,EspressoHot
3760,1,Cake Of The Day
3760,1,PiccoloHot
3760,1,EspressoHot
3763,1,Latte Hot
3764,1,Latte Hot
3765,1,Cappucino Hot
3766,1,Latte Iced
3766,1,V60
3767,1,Latte Hot
3769,1,Latte Iced
3770,1,Cappucino Hot
3770,1,Plain Croisant
3771,1,Latte Iced
3771,1,Latte Hot
3771,1,Americano Hot
3771,1,Latte Iced
3771,1,Pain Au Chocolat
3771,1,Latte Iced
3771,1,Almond Croisant
3773,1,Americano Iced
3773,1,Latte Hot
3773,1,Americano Iced
3773,1,Flat White Iced
3773,1,Latte Iced
3776,1,Cake Of The Day
3777,1,Americano Hot
3777,1,Latte Hot
3780,1,Pain Au Chocolat
3781,1,Flat White Hot
3783,1,Cake Of The Day
3784,1,Cappucino Hot
3785,1,Almond Croisant
3785,1,Latte Hot
3787,1,V60
3787,1,Latte Iced
3787,1,Latte Hot
3788,1,Latte Iced
3788,1,Cappucino Iced
3788,1,Americano Iced
3792,1,Americano Hot
3792,1,Latte Iced
3794,1,Latte Hot
3795,1,Latte Iced
3795,1,V60
3796,1,PiccoloHot
3796,1,Cake Of The Day
3797,1,Americano Iced
3798,1,V60
3798,1,Cappucino Iced
3799,1,Cappucino Hot
3801,1,Cake Of The Day
3801,1,PiccoloHot
3801,1,Latte Iced
3802,1,Cake Of The Day
3802,1,Cappucino Iced
3804,2,Cappucino Hot
3804,1,Cake Of The Day
3804,1,Latte Iced
3806,1,Latte Hot
3807,1,Latte Iced
3807,1,Almond Croisant
3807,1,Cake Of The Day
3808,1,Americano Iced
3808,1,Cake Of The Day
3810,1,Americano Hot
3810,1,Americano Hot
3812,1,Americano Iced
3812,1,Cake Of The Day
3816,1,Latte Iced
3816,1,Latte Iced
3816,1,Pain Au Chocolat
3816,1,Decaf Coffee
3816,1,Brownies
3816,1,Latte Iced
3817,1,Cappucino Iced
3818,1,Latte Iced
3820,1,Latte Iced
3820,1,Blueberry Muffins
3821,1,Cappucino Hot
3822,1,Cappucino Hot
3823,1,Latte Hot
3823,1,Latte Hot
3823,1,Cappucino Hot
3823,1,Pistachio Croissant
3823,1,Plain Croisant
3823,2,Pistachio Croissant
3823,1,Blueberry Muffins
3824,1,Latte Iced
3824,1,Decaf Coffee
3824,1,Latte Iced
3825,1,Cappucino Hot
3825,1,Pistachio Croissant
3828,1,Cake Of The Day
3831,1,Americano Iced
3832,1,Brownies
3834,1,Americano Iced
3834,1,Americano Iced
3836,1,Latte Iced
3836,1,Blueberry Muffins
3838,1,Latte Iced
3839,1,Latte Hot
3839,1,Almond Croisant
3841,1,Latte Hot
3842,1,Cappucino Hot
3844,1,Latte Iced
3845,1,V60
3846,1,Latte Iced
3846,1,Decaf Coffee
3847,1,Latte Iced
3847,1,Longblack Iced
3847,1,Longblack Hot
3851,1,V60
3851,1,Cappucino Hot
3851,1,EspressoHot
3855,1,Kuign-amann
3858,1,Americano Iced
3859,1,Mochaccino Iced
3859,1,Mochaccino Iced
3859,1,Latte Iced
3860,1,V60
3860,1,V60
3860,1,Latte Iced
3860,2,LatteIce
3860,2,Plain Croisant
3860,1,Cappucino Iced
3863,1,Latte Iced
3865,1,Latte Iced
3867,1,Latte Iced
3868,1,Americano Hot
3868,3,Latte Hot
3868,1,Latte Hot
3872,1,Cake Of The Day
3880,1,Cappucino Hot
3880,2,Americano Hot
3882,1,Latte Hot
3885,1,Americano Iced
3885,1,Cappucino Hot
3886,1,Pistachio Croissant
3889,1,Latte Hot
3889,1,Almond Croisant
3890,1,Americano Hot
3890,1,Americano Iced
3891,1,Latte Hot
3891,1,Latte Iced
3891,1,Latte Hot
3892,1,Latte Iced
3892,1,Almond Croisant
3893,1,Americano Hot
3893,1,Cappucino Hot
3894,1,Flat White Hot
3894,2,Latte Hot
3894,1,Latte Hot
3894,1,Decaf Coffee
3897,1,PiccoloHot
3897,1,Cappucino Hot
3898,1,Longblack Iced
3900,1,Cappucino Hot
3901,1,Blueberry Muffins
3901,1,Latte Hot
3901,1,Latte Iced
3901,1,Pain Au Chocolat
3903,1,Flat White Iced
3903,1,Latte Iced
3906,1,Flat White Hot
3906,2,Cappucino Iced
3907,1,Cappucino Hot
3908,1,Latte Hot
3909,1,Flat White Iced
3910,1,Almond Croisant
3910,2,Latte Iced
3910,1,Latte Iced
3911,1,Cappucino Hot
3911,1,Latte Iced
3911,1,Mochaccino Iced
3913,1,V60
3913,1,Latte Iced
3913,1,PiccoloHot
3913,1,Latte Iced
3916,1,Cappucino Hot
3918,1,Longblack Hot
3918,2,PiccoloHot
3918,2,Plain Croisant
3918,1,Americano Iced
3918,2,PiccoloHot
3918,2,Latte Iced
3919,1,Pain Au Suisse
3920,1,Americano Iced
3923,1,Cappucino Iced
3923,1,Latte Iced
3923,1,Decaf Coffee
3924,1,Americano Iced
3925,2,Latte Iced
3925,1,Cappucino Hot
3927,1,V60
3928,1,PiccoloHot
3932,1,Cappucino Iced
3932,2,Cappucino Iced
3932,1,Kuign-amann
3933,1,Latte Iced
3936,1,Americano Iced
3937,1,Americano Hot
3937,1,Latte Iced
3938,2,Cappucino Hot
3938,1,Latte Hot
3938,1,Americano Iced
3938,1,Cappucino Hot
3939,1,Americano Hot
3939,1,Latte Hot
3940,1,Cappucino Hot
3940,1,Latte Iced
3941,1,Americano Iced
3942,1,V60
3943,1,Americano Iced
3943,1,Latte Iced
3944,1,Mochaccino Iced
3944,1,Pistachio Croissant
3946,1,Latte Hot
3946,1,Latte Hot
3947,1,Latte Iced
3948,1,Flat White Hot
3949,1,Cappucino Iced
3952,1,Latte Iced
3952,1,Decaf Coffee
3952,1,Kuign-amann
3952,1,Plain Croisant
3953,1,Latte Iced
3955,1,Latte Iced
3960,1,Latte Iced
3960,1,Latte Iced
3966,1,Mochaccino Iced
3966,1,Latte Iced
3966,1,Mochaccino Iced
3967,1,Cappucino Hot
3969,1,Cappucino Iced
3969,1,Cappucino Iced
3970,1,Pistachio Croissant
3970,1,Cake Of The Day
3971,1,Americano Hot
3971,2,Latte Iced
3971,1,Latte Iced
3971,2,Latte Hot
3971,1,Cappucino Iced
3972,1,Latte Iced
3972,1,Latte Iced
3973,1,Latte Iced
3974,1,Cappucino Iced
3974,1,Cappucino Hot
3974,1,Decaf Coffee
3974,1,V60
3977,1,Latte Iced
3979,1,Latte Iced
3979,1,Latte Iced
3979,1,Latte Iced
3979,1,Mochaccino Iced
3980,1,Latte Hot
3980,1,Americano Iced
3980,1,Latte Iced
3980,3,Cookies
3982,1,Cappucino Hot
3983,1,Mochaccino Iced
3983,1,Mochaccino Iced
3985,1,Latte Iced
3985,1,Cookies
3985,1,Brownies
3987,1,Cappucino Hot
3990,1,Latte Iced
3992,1,Latte Iced
3993,1,Latte Hot
3993,1,Blueberry Muffins
3995,1,Cake Of The Day
3996,1,Cake Of The Day
3996,1,Latte Hot
3999,1,V60
3999,1,Longblack Iced
3999,1,Latte Hot
3999,1,Latte Iced
3999,1,Pistachio Croissant
4003,2,Latte Iced
4005,1,Cappucino Iced
4005,1,Cappucino Iced
4005,1,Cake Of The Day
4007,2,Latte Iced
4007,2,Latte Hot
4007,1,V60
4009,1,Pain Au Chocolat
4010,1,Pistachio Croissant
4011,1,Cake Of The Day
4011,1,Longblack Hot
4012,1,Pain Au Chocolat
4012,1,Brownies
4012,2,Latte Iced
4016,1,Almond Croisant
4016,1,Cappucino Hot
4016,1,Cappucino Hot
4017,1,Almond Croisant
4017,1,Americano Iced
4018,2,Latte Iced
4020,1,V60
4020,1,Pistachio Croissant
4022,1,Almond Croisant
4024,1,PiccoloHot
4025,1,V60
4025,1,Decaf Coffee
4025,1,Latte Hot
4026,1,Mochaccino Hot
4027,3,Americano Iced
4027,1,Americano Hot
4028,1,Cappucino Hot
4028,1,Cappucino Hot
4028,1,Americano Hot
4028,1,Cappucino Iced
4028,1,Flat White Hot
4028,1,Latte Iced
4028,1,Americano Iced
4030,1,Latte Hot
4030,1,Almond Croisant
4031,1,Cappucino Hot
4031,1,Latte Hot
4031,1,Cappucino Iced
4034,1,Latte Iced
4035,2,V60
4035,2,Latte Hot
4035,1,Latte Hot
4036,1,Latte Hot
4038,1,Americano Iced
4038,1,Decaf Coffee
4039,1,Latte Hot
4040,2,Latte Iced
4040,1,Brownies
4040,1,Pain Au Chocolat
4042,1,Cappucino Iced
4042,1,Cake Of The Day
4042,1,Mochaccino Iced
4043,1,Americano Iced
4044,2,Americano Iced
4045,1,Cappucino Hot
4046,1,Latte Hot
4046,1,Latte Hot
4046,1,Cake Of The Day
4047,1,Almond Croisant
4048,2,Latte Iced
4048,1,Decaf Coffee
4048,1,Decaf Coffee
4049,1,Flat White Iced
4050,1,Flat White Hot
4052,1,Cake Of The Day
4054,1,Cappucino Hot
4054,1,Kuign-amann
4054,1,Cake Of The Day
4055,1,Latte Iced
4055,1,Decaf Coffee
4055,1,Plain Croisant
4058,1,Americano Iced
4060,1,Cappucino Hot
4060,1,Latte Iced
4060,1,Decaf Coffee
4060,1,Flat White Hot
4060,1,Pain Au Chocolat
4062,1,Cappucino Hot
4062,1,Cake Of The Day
4062,1,PiccoloHot
4062,1,Cake Of The Day
4063,1,Latte Iced
4063,1,Cappucino Hot
4063,1,Americano Iced
4063,1,Cappucino Hot
4067,1,Cake Of The Day
4068,1,Latte Iced
4069,1,EspressoHot
4070,1,Cappucino Hot
4070,1,Cake Of The Day
4071,1,Pistachio Croissant
4072,1,Latte Iced
4074,1,Latte Iced
4074,1,Decaf Coffee
4074,1,Americano Iced
4075,1,Americano Iced
4075,1,Cake Of The Day
4076,1,Latte Hot
4076,1,Latte Iced
4078,2,Latte Iced
4078,1,Cake Of The Day
4079,1,Almond Croisant
4079,1,V60
4079,1,Latte Hot
4079,1,Latte Iced
4080,1,Latte Iced
4081,1,Cake Of The Day
4082,1,Latte Iced
4083,1,Latte Iced
4086,2,Latte Iced
4087,1,Cold Brew
4087,1,Flat White Iced
4087,1,Cake Of The Day
4089,1,Cold Brew
4090,1,Longblack Hot
4091,1,Latte Iced
4092,1,Cappucino Hot
